USAState|TotalCases|NewCases|TotalDeaths|NewDeaths|TotalRecovered|ActiveCases|Source|Sys Date|Last updated
1|New York|5711|344|38|4|1|5672||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
2|Washington|1376|NA|74|NA|102|1200||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
3|California|1047|38|19|NA|6|1022||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
4|New Jersey|742|NA|9|NA|NA|733||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
5|Florida|432|15|9|NA|NA|423||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
6|Illinois|422|NA|4|NA|2|416||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
7|Louisiana|392|NA|10|NA|NA|382||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
8|Michigan|336|NA|3|NA|NA|333||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
9|Massachusetts|328|NA|NA|NA|1|327||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
10|Texas|320|36|5|NA|NA|315||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
11|Georgia|287|NA|10|NA|NA|277||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
12|Colorado|278|NA|4|NA|NA|274||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
13|Pennsylvania|207|NA|1|NA|NA|206||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
14|Wisconsin|160|1|2|2|1|157||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
15|Connecticut|159|NA|3|1|NA|156||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
16|Tennessee|154|NA|NA|NA|NA|154||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
17|North Carolina|138|14|NA|NA|NA|138||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
18|Ohio|120|1|1|1|NA|119||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
19|Maryland|107|NA|1|NA|4|102||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
20|Virginia|105|6|2|NA|1|102||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
21|Nevada|95|NA|1|NA|NA|94||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
22|Minnesota|91|NA|NA|NA|NA|91||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
23|Oregon|88|NA|3|NA|NA|85||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
24|South Carolina|81|NA|3|NA|NA|78||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
25|Utah|80|NA|NA|NA|NA|80||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
26|Alabama|78|NA|NA|NA|NA|78||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
27|District of Columbia|71|31|3|NA|NA|68||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
28|Arkansas|62|NA|NA|NA|NA|62||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
29|Indiana|60|NA|2|NA|NA|58||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
30|Maine|52|NA|NA|NA|NA|52||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
31|Mississippi|51|NA|1|NA|NA|50||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
32|Kentucky|50|13|2|NA|2|46||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
33|Iowa|50|NA|NA|NA|NA|50||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
34|Oklahoma|46|NA|1|NA|1|44||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
35|Arizona|45|NA|NA|NA|1|44||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
36|New Hampshire|44|NA|NA|NA|NA|44||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
37|Rhode Island|44|NA|NA|NA|NA|44||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
38|Missouri|39|8|1|NA|NA|38||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
39|Kansas|38|2|1|NA|NA|37||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
40|New Mexico|35|NA|NA|NA|NA|35||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
41|Delaware|31|NA|NA|NA|NA|31||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
42|Nebraska|29|NA|NA|NA|NA|29||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
43|Hawaii|26|4|NA|NA|NA|26||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
44|Idaho|23|NA|NA|NA|NA|23||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
45|Vermont|22|NA|2|2|NA|20||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
46|North Dakota|19|1|NA|NA|NA|19||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
47|Wyoming|18|NA|NA|NA|NA|18||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
48|Montana|15|3|NA|NA|NA|15||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
49|South Dakota|14|3|1|NA|NA|13||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
50|Alaska|12|3|NA|NA|NA|12||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
51|West Virginia|5|3|NA|NA|NA|5||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
52|Total:|14316|526|218|10|121|13977||2020-03-19 22:50:22|March 20, 2020, 02:40 GMT
1|New York|5712|345|38|4|NA|5674||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
2|Washington|1377|1|74|NA|102|1201||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
3|California|1060|51|19|NA|6|1035||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
4|New Jersey|742|NA|9|NA|NA|733||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
5|Florida|432|15|9|NA|NA|423||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
6|Illinois|423|1|4|NA|2|417||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
7|Louisiana|392|NA|10|NA|NA|382||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
8|Michigan|336|NA|3|NA|NA|333||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
9|Massachusetts|328|NA|NA|NA|1|327||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
10|Texas|325|41|5|NA|4|316||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
11|Georgia|288|1|10|NA|NA|278||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
12|Colorado|277|NA|4|NA|NA|273||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
13|Pennsylvania|207|NA|1|NA|NA|206||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
14|Wisconsin|160|1|2|2|1|157||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
15|Connecticut|159|NA|3|1|NA|156||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
16|Tennessee|155|1|NA|NA|NA|155||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
17|North Carolina|139|15|NA|NA|NA|139||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
18|Ohio|120|1|1|1|NA|119||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
19|Maryland|107|NA|1|NA|4|102||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
20|Virginia|104|5|2|NA|1|101||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
21|Nevada|95|NA|1|NA|NA|94||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
22|Minnesota|91|NA|NA|NA|NA|91||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
23|Oregon|88|NA|3|NA|NA|85||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
24|South Carolina|81|NA|3|NA|NA|78||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
25|Utah|79|NA|NA|NA|NA|79||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
26|Alabama|78|NA|NA|NA|NA|78||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
27|District of Columbia|71|31|3|NA|NA|68||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
28|Arkansas|62|NA|NA|NA|NA|62||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
29|Indiana|61|1|2|NA|NA|59||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
30|Arizona|53|8|NA|NA|1|52||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
31|Mississippi|52|1|1|NA|NA|51||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
32|Maine|52|NA|NA|NA|NA|52||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
33|Kentucky|50|13|2|NA|2|46||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
34|Oklahoma|46|NA|1|NA|1|44||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
35|Iowa|44|NA|NA|NA|NA|44||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
36|New Hampshire|44|NA|NA|NA|NA|44||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
37|Rhode Island|44|NA|NA|NA|NA|44||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
38|Missouri|41|10|1|NA|NA|40||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
39|Kansas|38|2|1|NA|NA|37||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
40|New Mexico|35|NA|NA|NA|NA|35||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
41|Nebraska|32|3|NA|NA|NA|32||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
42|Delaware|31|NA|NA|NA|NA|31||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
43|Hawaii|26|4|NA|NA|NA|26||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
44|Idaho|23|NA|NA|NA|NA|23||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
45|Vermont|22|NA|2|2|NA|20||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
46|North Dakota|19|1|NA|NA|NA|19||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
47|Wyoming|18|NA|NA|NA|NA|18||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
48|Montana|15|3|NA|NA|NA|15||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
49|South Dakota|14|3|1|NA|NA|13||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
50|Alaska|12|3|NA|NA|NA|12||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
51|West Virginia|5|3|NA|NA|NA|5||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
52|Diamond Princess Cruise|55|8|NA|NA|NA|55||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
53|Grand Princess Cruise|23|1|1|NA|NA|22||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
54|Others|23|NA|NA|NA|NA|23||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
55|Total:|14366|573|217|10|125|14024||2020-03-20 08:33:43|March 20, 2020, 12:32 GMT
1|New York|8403|5|46|NA|NA|8357||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
2|Washington|1524|NA|83|NA|124|1317||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
3|California|1250|43|24|1|6|1220||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
4|New Jersey|890|NA|11|NA|NA|879||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
5|Illinois|585|NA|5|NA|2|578||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
6|Florida|563|NA|11|NA|NA|552||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
7|Michigan|552|NA|3|NA|NA|549||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
8|Louisiana|537|NA|14|NA|NA|523||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
9|Georgia|485|NA|14|NA|NA|471||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
10|Texas|429|35|5|NA|4|420||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
11|Massachusetts|413|NA|1|NA|1|411||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
12|Colorado|363|NA|4|NA|NA|359||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
13|Pennsylvania|311|8|1|NA|NA|310||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
14|Tennessee|263|30|1|1|NA|262||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
15|Wisconsin|210|NA|3|NA|1|206||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
16|Connecticut|194|NA|4|NA|NA|190||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
17|North Carolina|188|12|NA|NA|NA|188||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
18|Ohio|174|1|3|1|NA|171||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
19|Nevada|161|52|2|NA|NA|159||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
20|Maryland|149|NA|2|1|4|143||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
21|South Carolina|126|NA|3|2|NA|123||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
22|Virginia|125|2|2|NA|1|122||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
23|Minnesota|115|NA|NA|NA|NA|115||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
24|Oregon|114|NA|3|NA|NA|111||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
25|Utah|112|NA|NA|NA|NA|112||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
26|Alabama|108|2|NA|NA|NA|108||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
27|Arkansas|100|4|NA|NA|NA|100||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
28|Indiana|86|NA|3|NA|NA|83||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
29|Mississippi|80|NA|1|NA|NA|79||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
30|Arizona|79|1|NA|NA|1|78||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
31|District of Columbia|77|6|3|NA|NA|74||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
32|Missouri|73|8|3|1|NA|70||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
33|Kentucky|64|16|2|NA|2|60||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
34|Maine|56|NA|NA|NA|NA|56||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
35|New Hampshire|56|NA|NA|NA|NA|56||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
36|Rhode Island|54|NA|NA|NA|NA|54||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
37|Kansas|50|1|1|NA|NA|49||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
38|Oklahoma|49|NA|1|NA|1|47||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
39|Iowa|45|NA|NA|NA|NA|45||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
40|New Mexico|43|NA|NA|NA|NA|43||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
41|Delaware|39|1|NA|NA|NA|39||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
42|Hawaii|37|11|NA|NA|NA|37||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
43|Nebraska|37|NA|NA|NA|NA|37||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
44|Idaho|36|5|NA|NA|NA|36||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
45|Vermont|29|NA|2|NA|NA|27||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
46|North Dakota|26|NA|NA|NA|NA|26||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
47|Wyoming|22|3|NA|NA|NA|22||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
48|Montana|21|3|NA|NA|NA|21||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
49|South Dakota|14|NA|1|NA|NA|13||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
50|Alaska|12|NA|NA|NA|NA|12||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
51|West Virginia|8|1|NA|NA|NA|8||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
52|Diamond Princess Cruise|49|NA|NA|NA|NA|49||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
53|Grand Princess Cruise|23|NA|1|NA|NA|22||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
54|Others|34|NA|NA|NA|NA|34||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
55|Total:|19643|250|263|7|147|19233||2020-03-20 21:52:30|March 21, 2020, 01:50 GMT
1|New York|8515|117|56|10|NA|8459||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
2|Washington|1524|NA|83|NA|124|1317||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
3|California|1255|48|24|1|6|1225||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
4|New Jersey|890|NA|11|NA|NA|879||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
5|Illinois|585|NA|5|NA|2|578||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
6|Florida|563|NA|11|NA|NA|552||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
7|Michigan|552|NA|4|1|NA|548||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
8|Louisiana|537|NA|14|NA|NA|523||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
9|Georgia|485|NA|14|NA|NA|471||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
10|Texas|430|36|5|NA|4|421||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
11|Massachusetts|413|NA|1|NA|1|411||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
12|Colorado|363|NA|4|NA|NA|359||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
13|Pennsylvania|311|8|1|NA|NA|310||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
14|Tennessee|265|32|1|1|NA|264||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
15|Wisconsin|219|9|3|NA|1|215||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
16|Connecticut|194|NA|4|NA|NA|190||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
17|North Carolina|189|13|NA|NA|NA|189||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
18|Ohio|174|1|3|1|NA|171||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
19|Nevada|161|52|2|NA|NA|159||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
20|Maryland|149|NA|2|1|4|143||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
21|South Carolina|126|NA|3|2|NA|123||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
22|Virginia|125|2|2|NA|1|122||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
23|Minnesota|115|NA|NA|NA|NA|115||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
24|Oregon|114|NA|4|1|NA|110||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
25|Utah|112|NA|NA|NA|NA|112||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
26|Alabama|108|2|NA|NA|NA|108||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
27|Arkansas|100|4|NA|NA|NA|100||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
28|Indiana|87|1|3|NA|NA|84||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
29|Mississippi|80|NA|1|NA|NA|79||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
30|Arizona|79|1|1|1|1|77||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
31|District of Columbia|77|6|3|NA|NA|74||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
32|Missouri|73|8|3|1|NA|70||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
33|Kentucky|64|16|2|NA|2|60||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
34|Maine|56|NA|NA|NA|NA|56||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
35|New Hampshire|56|NA|NA|NA|NA|56||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
36|Rhode Island|54|NA|NA|NA|NA|54||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
37|Kansas|50|1|1|NA|NA|49||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
38|Oklahoma|49|NA|1|NA|1|47||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
39|Iowa|45|NA|NA|NA|NA|45||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
40|New Mexico|43|NA|NA|NA|NA|43||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
41|Delaware|39|1|NA|NA|NA|39||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
42|Nebraska|38|1|NA|NA|NA|38||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
43|Hawaii|37|11|NA|NA|NA|37||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
44|Idaho|36|5|NA|NA|NA|36||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
45|Vermont|29|NA|2|NA|NA|27||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
46|North Dakota|26|NA|NA|NA|NA|26||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
47|Wyoming|22|3|NA|NA|NA|22||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
48|Montana|21|3|NA|NA|NA|21||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
49|South Dakota|14|NA|1|NA|NA|13||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
50|Alaska|12|NA|NA|NA|NA|12||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
51|West Virginia|8|1|NA|NA|NA|8||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
52|Diamond Princess Cruise|49|NA|NA|NA|NA|49||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
53|Grand Princess Cruise|23|NA|1|NA|NA|22||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
54|Others|34|NA|NA|NA|NA|34||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
55|Total:|19775|382|276|20|147|19352||2020-03-21 08:31:14|March 21, 2020, 12:25 GMT
1|New York|22717|12345|114|58|NA|22603||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
2|Washington|1793|NA|94|NA|124|1575||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
3|California|1550|159|28|4|6|1516||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
4|New Jersey|1327|NA|16|NA|NA|1311||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
5|Louisiana|837|252|20|4|NA|817||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
6|Florida|830|171|13|1|NA|817||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
7|Michigan|809|22|8|3|NA|801||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
8|Illinois|753|NA|6|NA|2|745||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
9|Georgia|600|45|23|9|NA|577||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
10|Texas|569|96|5|NA|11|553||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
11|Massachusetts|529|4|2|1|1|526||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
12|Pennsylvania|481|90|4|2|NA|477||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
13|Colorado|476|NA|6|1|NA|470||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
14|Tennessee|374|3|1|NA|NA|373||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
15|Wisconsin|322|41|4|NA|1|317||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
16|North Carolina|322|76|NA|NA|NA|322||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
17|Ohio|250|3|3|NA|NA|247||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
18|Maryland|244|54|3|1|4|237||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
19|Connecticut|223|29|5|1|NA|218||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
20|Virginia|221|69|3|1|1|217||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
21|Mississippi|207|66|1|NA|NA|206||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
22|Indiana|202|73|4|1|NA|198||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
23|Nevada|190|29|2|NA|NA|188||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
24|South Carolina|174|1|3|NA|NA|171||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
25|Minnesota|169|31|1|NA|24|144||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
26|Arizona|152|44|2|1|1|149||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
27|Alabama|138|13|NA|NA|NA|138||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
28|Oregon|137|NA|4|NA|NA|133||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
29|Utah|136|NA|NA|NA|NA|136||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
30|Arkansas|122|4|NA|NA|NA|122||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
31|District of Columbia|102|25|3|NA|NA|99||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
32|Kentucky|99|35|3|1|2|94||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
33|Missouri|91|17|5|2|NA|86||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
34|Iowa|90|22|NA|NA|NA|90||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
35|Maine|89|19|NA|NA|NA|89||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
36|Rhode Island|83|29|NA|NA|NA|83||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
37|Oklahoma|67|14|2|1|1|64||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
38|New Hampshire|65|NA|NA|NA|NA|65||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
39|Kansas|58|1|2|1|NA|56||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
40|New Mexico|57|NA|NA|NA|NA|57||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
41|Nebraska|51|13|NA|NA|NA|51||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
42|Vermont|49|NA|2|NA|NA|47||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
43|Hawaii|48|NA|NA|NA|NA|48||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
44|Delaware|47|7|NA|NA|NA|47||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
45|Idaho|42|6|NA|NA|NA|42||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
46|Montana|31|4|NA|NA|NA|31||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
47|North Dakota|28|NA|NA|NA|NA|28||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
48|Wyoming|24|1|NA|NA|NA|24||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
49|South Dakota|21|7|1|NA|NA|20||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
50|Alaska|21|7|NA|NA|NA|21||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
